,toxic
3124,1
4620,0
5207,1
1645,1
5192,0
2880,1
1201,0
4218,0
2320,1
3616,0
3032,1
2265,1
1889,1
3372,0
1311,0
3553,1
2248,1
1486,0
4782,1
3118,1
2221,0
612,0
3445,1
3974,1
1703,0
339,1
307,1
860,1
753,0
4420,1
3664,0
3179,0
2565,1
4867,1
2995,1
176,0
3506,1
1113,0
4245,1
2910,0
1255,1
4883,1
1774,0
851,1
2121,1
3534,1
1361,0
1122,1
560,0
1063,0
1503,0
1501,1
400,0
2911,1
3508,1
3871,0
3822,0
1686,1
3712,0
4406,1
4057,1
213,1
4527,1
3215,1
3855,1
5067,0
2845,1
2238,0
3330,0
5265,1
3070,1
3190,1
1623,0
2914,1
3176,0
4721,1
3430,0
910,1
2937,1
757,0
5006,1
1075,1
240,1
3848,1
2607,0
331,0
3167,1
1252,0
1559,1
1156,1
1669,0
2970,1
70,0
2070,1
3745,1
211,0
3217,1
3280,1
1186,1
250,0
256,0
2988,1
4853,1
5011,1
658,0
5173,1
17,1
1375,1
906,1
2114,0
4811,0
4097,1
3377,1
1345,1
4394,0
4569,1
4203,0
4978,1
4295,0
4344,0
2714,0
3531,1
2332,0
990,0
1780,0
3621,0
4062,0
4708,1
2731,0
4604,0
819,1
1693,1
4971,1
2155,1
5235,0
5092,0
4333,0
721,1
784,0
5120,0
107,1
4979,0
4335,1
3892,1
4276,0
2663,0
5041,1
2850,1
3857,1
3079,1
4633,1
830,1
3115,1
1864,0
5163,0
2861,0
2226,1
3422,1
2316,0
4851,1
2260,1
3466,1
3951,1
3560,1
2949,0
4157,1
1808,1
710,1
4739,1
3672,0
2626,0
4422,1
3684,0
2475,1
2247,1
2034,1
712,1
4515,0
3155,1
239,1
740,0
465,1
2455,1
1137,0
522,0
3242,0
4955,0
4968,1
4555,1
1770,0
1522,1
2113,0
363,1
4804,1
1506,1
3405,1
3383,0
1750,1
2657,1
4601,1
60,1
2326,1
3400,1
5002,1
1038,1
4270,0
677,1
1093,0
2011,1
3558,1
208,0
3728,0
3060,1
5100,0
4625,0
3611,0
2705,1
3250,0
3803,0
648,0
4499,1
2257,0
3182,0
3340,1
5137,1
3407,0
4165,0
5231,1
87,0
180,1
5019,0
4671,1
4766,0
3048,0
1529,1
4882,1
1263,1
3409,1
2352,0
1285,1
1220,0
1945,0
2698,0
2315,0
3161,0
4718,1
4677,1
1470,0
5160,1
2785,0
2184,1
3085,1
1561,1
2754,1
135,0
3747,1
345,1
2664,0
720,0
3132,0
3656,0
722,0
3063,1
2964,0
2609,0
511,1
1280,0
5169,1
3375,1
4128,1
2592,1
1958,0
2926,1
4542,0
2875,0
1490,1
656,1
4358,0
3730,0
2535,1
2735,1
4615,0
4486,1
3083,1
1381,1
2546,1
881,0
3089,1
3397,1
3902,1
4695,1
1924,1
2222,0
3114,0
2162,1
4608,0
3013,1
1413,1
566,0
4258,1
636,1
2655,1
2891,1
2268,1
2570,0
785,0
3373,0
3333,1
4489,1
708,1
1059,0
2605,0
1376,1
2983,0
93,0
2647,1
3172,0
469,0
1903,0
501,1
2541,0
3856,0
1349,0
174,0
4491,0
1932,1
190,0
5193,0
103,1
96,1
4211,1
3767,1
3877,0
2225,1
2837,1
838,1
81,1
3148,1
3227,1
5072,0
976,0
4689,1
2525,1
482,0
2330,1
3698,0
1863,0
3202,1
1783,1
2466,0
5225,0
3977,1
3647,1
1481,1
4788,0
2511,0
1169,1
4294,0
2682,0
1344,1
4281,1
2991,0
1626,1
4055,1
4826,0
1991,0
4065,1
1651,0
4116,0
1795,1
2859,0
4516,0
950,0
3615,0
3004,1
4493,0
2408,0
1621,1
268,1
3150,1
1646,0
4011,1
2680,1
3749,0
2498,1
3893,0
1363,1
2873,1
3123,0
4387,1
2776,1
3111,0
515,1
4391,0
4980,1
131,0
790,1
1079,1
3339,0
1029,1
947,1
4922,0
2834,0
4504,0
4088,1
4725,1
4168,0
4181,1
4823,0
4834,0
526,1
2773,0
4675,1
5007,0
2432,1
2148,1
1518,0
640,0
4973,1
235,1
4467,0
1568,0
1185,1
3459,1
512,0
4457,1
2233,0
4094,1
1475,0
686,0
1214,0
1425,1
2207,0
2045,0
783,1
2539,0
807,0
901,1
3901,1
3729,0
3369,1
4492,1
993,0
4691,0
953,0
1587,1
1134,0
5038,0
800,1
2711,0
434,0
4154,0
865,0
2796,0
3999,0
1971,1
1826,1
3700,1
4273,0
3922,1
164,1
3942,1
3435,1
4314,1
4746,0
1935,1
4433,0
2853,1
4454,1
3572,1
237,1
604,1
558,0
2052,1
3579,0
4007,1
1763,0
3598,0
4790,1
2726,0
1197,1
73,1
7,1
3733,0
2385,1
2852,1
3218,1
2434,0
4122,0
4027,1
2132,1
922,1
5240,0
1273,0
659,1
59,1
1365,0
2519,0
1610,1
4334,0
2894,0
4297,0
2708,1
4262,1
3825,1
583,1
4091,1
5148,0
4176,1
747,0
4745,1
786,0
1408,0
1480,1
3761,1
618,0
1472,0
118,1
3356,1
3810,1
119,1
3299,0
2935,0
4999,0
122,0
1725,0
569,0
4037,0
3864,0
1699,1
4417,1
2469,0
1309,1
4792,0
1953,0
198,1
2529,0
3819,1
2668,1
4576,0
2136,0
3370,1
3918,0
980,1
4736,0
4714,1
4399,1
372,0
2311,0
1152,1
2533,1
185,1
270,1
2043,0
2174,1
4287,0
615,1
1215,0
3580,1
1844,0
1088,1
1695,1
3612,0
4224,1
2501,0
2066,1
1391,1
1422,1
1221,1
3169,0
5224,1
3518,1
1222,0
1072,0
3489,1
5138,1
4285,1
944,1
2742,0
3835,0
2167,0
2253,1
755,1
370,0
183,0
2912,1
1412,1
557,0
3412,1
3613,1
2327,1
2482,1
4667,0
3058,1
894,1
1524,0
2493,0
377,1
473,1
4413,0
2554,1
95,1
1687,0
383,1
426,1
4942,0
1684,1
970,1
718,1
3538,0
50,1
2433,1
4810,0
4772,1
4530,1
4836,0
4657,0
284,1
1231,0
3599,0
408,1
442,0
101,1
2594,1
5164,1
876,0
2931,0
1438,1
931,1
3585,0
0,1
4170,0
4320,0
4629,0
1873,1
964,0
303,1
948,0
903,0
4637,0
242,1
2441,1
954,0
2261,1
2007,0
4419,1
4865,0
1200,1
2280,1
3520,0
4692,0
1775,0
3757,0
4311,0
1965,1
2079,0
4380,1
4401,1
5188,1
409,0
4239,0
2649,0
1423,1
2972,1
245,1
5083,1
3694,1
1676,1
940,1
356,0
4817,0
4994,0
2302,1
4541,1
4485,0
80,0
4382,0
3231,0
5150,0
1279,1
2115,0
1516,0
1191,0
3192,0
2401,0
5144,0
1650,0
3335,1
3235,0
4920,0
1069,0
1462,1
1020,1
646,0
4075,0
810,0
4854,0
3725,0
1219,0
4177,1
5238,1
2054,0
2152,0
4275,0
3687,0
358,1
2566,1
4193,1
2885,0
3842,1
1233,1
4821,1
1443,0
4098,0
955,1
3414,0
3891,1
475,1
4363,0
923,1
516,0
4611,1
295,0
2483,1
2659,1
609,0
2903,1
1685,1
593,1
1235,0
1105,0
568,0
437,1
2103,1
3420,1
115,1
5012,0
2757,1
2786,1
2187,1
4257,1
4822,1
1208,1
2223,1
3543,0
1130,0
4712,0
2723,0
1467,0
4947,1
3113,0
2235,0
4903,1
3827,0
415,0
5162,1
4687,0
5109,0
1000,0
4619,1
2729,1
3996,0
2612,1
3206,1
1266,0
121,1
5215,1
1806,0
4178,0
2310,0
597,1
1226,1
3073,1
1378,1
4662,1
3304,1
3986,0
4244,1
3050,1
1229,0
2059,0
1303,0
3982,1
2812,0
3836,1
327,1
