,smiles,mol_id,toxic
1998,Clc1nc(Cl)c(Cl)c(Cl)c1Cl,TOX2179,1
1999,CCCCCCOC(=O)c1ccc(O)cc1,TOX24514,1
2001,O=C(c1ccccc1)C1(O)CCCCC1,TOX24748,0
2002,CC(C)OC(=O)c1ccccc1,TOX24746,0
2004,CN1Cc2c(N)cccc2C(c2ccccc2)C1,TOX25790,0
2005,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,TOX3376,0
2006,CN/C=N/c1ccc(C)cc1C,TOX17696,0
2007,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,TOX3370,1
2008,CC(C)OC(=O)CCC(=O)OC(C)C,TOX24740,0
2009,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,TOX3372,0
2010,CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,TOX23915,1
2011,Fc1cccc(Cl)c1CCl,TOX18855,1
2013,CSc1ccc(C(=O)C(C)(C)N2CCOCC2)cc1,TOX18857,1
2014,OC[C@H](O)[C@H](O)CO,TOX23919,0
2016,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,TOX365,1
2017,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,TOX366,1
2019,c1ccc2sc(SNC3CCCCC3)nc2c1,TOX360,1
2020,NC1CCCCC1,TOX3996,0
2021,ON=C1CCCC1,TOX363,0
2022,COc1ccc(C(=O)/C(Br)=C\C(=O)[O-])cc1,TOX368,1
2023,CN(C)N=Nc1nc[nH]c1C(N)=O,TOX369,0
2026,CC1=CCC(C(C)C)=CC1,TOX21210,0
2027,CCC(C)CCCC(C)(C)O,TOX24810,1
2028,Cc1cc(Cl)ccc1/N=C/N(C)C,TOX24811,0
2029,CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2ccccc21,TOX24758,1
2030,CC1C2CC(CC2C2CCCC(O)C2)C1(C)C,TOX24817,1
2031,Cc1cc(O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)cn1,TOX26630,1
2032,CCOC(CN1CCN(CC(C)C(=O)c2ccccc2)CC1)c1ccccc1,TOX26631,1
2035,CCOc1cc(OCC)c(C(=O)CCC(=O)O)cc1OCC,TOX26634,1
2039,OC(c1ccccc1)(c1ccccc1)C1CN2CCC1CC2,TOX26187,1
2040,COc1ccc(/C=N\NC(=O)c2ccncc2)c(C(=O)O)c1OC,TOX26185,1
2041,CCN(CC)CCOc1ccc2nc(N(C)C)sc2c1,TOX26182,1
2045,Cc1nc(-c2ccc3c(c2)CCN(CCC2CCC(NC(=O)/C=C/c4ccc(F)cc4)CC2)CC3)no1,TOX27325,1
2048,CCN1CCC2(CC1)COc1cc3c(cc12)N(C(=O)c1ccc(-c2ccc(-c4nnc(C)o4)cc2C)cc1)CC3,TOX27320,1
2049,Cc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2,TOX27322,1
2050,NC(=O)c1nc(-c2cccc(-c3cc(F)ccc3OCC(F)(F)C(F)(F)F)c2)n[n-]1,TOX27328,1
2051,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,TOX20676,1
2052,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,TOX20674,1
2054,COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1,TOX20672,1
2055,COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,TOX20678,1
2056,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,TOX20679,1
2057,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,TOX26454,1
2059,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,TOX26456,1
2060,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,TOX26457,0
2061,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)[O-])CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,TOX26450,1
2062,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,TOX26451,0
2063,C[C@]12CC[C@H]3[C@@H](CC[C@H]4NC(=O)C=C[C@]34C)[C@@H]1CC[C@@H]2C(=O)Nc1cc(C(F)(F)F)ccc1C(F)(F)F,TOX26452,1
2064,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,TOX26453,1
2066,NC[C@H]1CC[C@H](C(=O)Oc2ccc(CCC(=O)O)cc2)CC1,TOX26459,1
2069,CCOP(=S)(OCC)Oc1cc(C)nc(N(CC)CC)n1,TOX22297,1
2070,CC(C)(C)NC(N)=O,TOX24365,0
2071,CCCCCCCCCCCC[N+](C)(C)C,TOX6900,1
2073,Cc1cccc(N)c1N,TOX7494,1
2074,O=C([O-])COc1ccc(Cl)cc1Cl,TOX7496,0
2075,CCCCCCCCCCCCCC[N+](C)(C)C,TOX21289,1
2077,CCO[Si](CCCNC(N)=O)(OCC)OCC,TOX24493,0
2078,COC(=O)c1sccc1S(N)(=O)=O,TOX24490,0
2079,NC(=O)CN1CCCC1=O,TOX24491,0
2080,O=C(c1ccccc1)c1ccc(O)c(O)c1O,TOX17728,1
2082,Oc1cccc(O)c1,TOX1238,0
2083,CCCCCCOC(=O)CC,TOX27582,0
2084,CC/C=C\CCOC(=O)C(C)C,TOX27585,0
2085,CCCCCC(=O)OCCc1ccccc1,TOX27584,0
2087,CCCCCc1cccc(=O)o1,TOX27589,1
2089,Cc1cc(C)c(/N=N/c2c(O)c(S(=O)(=O)[O-])cc3cc(S(=O)(=O)[O-])ccc23)cc1C,TOX1231,0
2090,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,TOX1237,1
2091,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,TOX4602,1
2094,O=C(NS(=O)(=O)/C=C/c1cccs1)c1ccc(F)cc1Br,TOX28492,1
2095,CN1C(=O)N(c2ccccc2Br)Cc2cnc(Nc3ccc4c(c3)OCC(CO)O4)nc21,TOX28493,1
2096,O=C([N-]S(=O)(=O)/C=C/c1ccccc1)c1ccc(F)cc1Cl,TOX28490,1
2099,CCCC[C@H]1CN(CC2CCOCC2)C(=O)OC12CCN(C1(C)CCN(C(=O)c3c(C)ncnc3C)CC1)CC2,TOX28495,0
2100,O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1,TOX21987,1
2101,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,TOX1097,0
2102,Nc1ccc(Oc2ccc(N)cc2)cc1,TOX1094,1
2103,CCOC(=O)COC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],TOX21983,1
2107,CN1C(C(=O)Nc2ccccn2)C(=O)c2sc(Cl)cc2S1(=O)=O,TOX26133,1
2108,O=C1CCCCCCCCCCCCCCO1,TOX24359,0
2114,OCCNCc1ccccc1,TOX24356,0
2115,O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)s1,TOX28672,1
2117,ClCCN(CCCl)CCCl,TOX28670,1
2118,COC(=O)Cc1ccccc1,TOX24352,0
2119,CCCCCC[n+]1ccccc1,TOX27910,1
2122,CC[N+]1(C)CCCC1,TOX29306,0
2123,CCCC[N+]1(C)CCCC1,TOX11460,0
2127,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,TOX27919,1
2129,CCCCCCCCCCCCCC/C(O)=N\C(CO)CCCCCCCCCCCCCC,TOX29346,0
2131,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,TOX2764,0
2133,CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)C1Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1,TOX3492,1
2134,C[n+]1ccccc1/C=N/O,TOX3495,0
2135,CCCN[C@H]1CCc2nc(N)sc2C1,TOX24227,0
2138,CC(=O)Nc1nnc(S(N)(=O)=O)s1,TOX2544,0
2140,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,TOX2541,1
2142,CC(=O)Nc1ccccc1,TOX2543,0
2144,CCNc1cc(O)ccc1C,TOX5269,1
2145,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,TOX621,1
2146,COP(=S)(OC)Oc1ccc(SC)c(C)c1,TOX620,1
2147,[Fe+3],TOX622,0
2148,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,TOX625,1
2149,CN(C)C(=S)[S-].CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Fe+3],TOX624,1
2150,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,TOX627,0
2151,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,TOX3054,0
2152,O=C(Nc1ccc2c(c1)Cc1ccccc1-2)C(F)(F)F,TOX629,1
2153,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,TOX628,0
2158,CC(C)(C)c1ccc(CSc2cnn(C(C)(C)C)c(=O)c2Cl)cc1,TOX12573,1
2160,Cc1c(Cl)cccc1Nc1ccccc1C(=O)O,TOX25409,1
2162,O=C1NC(=O)C2CC=CCC12,TOX6513,0
2164,O=C1OC(=O)C2CC=CCC12,TOX6516,0
2165,O=C1NC(=O)c2ccccc21,TOX6514,0
2166,O=C1OC(=O)C2CCCCC12,TOX6515,0
2168,C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl,TOX4151,1
2169,COCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(C(=O)O)c1,TOX14664,0
2170,CC(C)C1(C)N=C(c2ncccc2C(=O)O)NC1=O,TOX14665,0
2171,CCBr,TOX199,0
2173,O=[N+]([O-])c1cc(N(CCO)CCO)ccc1NCCO,TOX193,1
2174,O=C1/C(=C2\Nc3ccc(S(=O)(=O)[O-])cc3C2=O)Nc2ccc(S(=O)(=O)[O-])cc21,TOX190,0
2175,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,TOX197,1
2176,OB(O)O,TOX194,0
2177,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,TOX3143,0
2178,Nc1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1,TOX22424,1
2180,O=C(O)[C@H](O)[C@@H](O)C(=O)O,TOX3632,0
2184,COc1cc([C@@H]2c3cc4c(cc3C(O[C@@H]3O[C@@H]5COC(c6cccs6)O[C@H]5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1O,TOX3638,1
2187,O=C(Nc1ccc([N+](=O)[O-])cc1)Nc1ccc([N+](=O)[O-])cc1,TOX23761,1
2190,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O,TOX23765,1
2192,O=C(O)CC(O)C(=O)O,TOX7640,0
2194,CCOP(=O)(SC(C)CC)N1CCSC1=O,TOX14930,0
2195,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)cc(C)n1,TOX14936,0
2196,Cn1c(=O)c2[nH]c(Br)nc2n(C)c1=O,TOX24768,0
2197,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,TOX10636,1
2198,CC(C=O)Cc1ccc(C(C)C)cc1,TOX24769,0
2199,O=C(CCl)Nc1ccccc1,TOX21409,1
2200,COc1ccc(OC)c(Cl)c1,TOX21403,0
2201,CCCCC(CC)(CO)CO,TOX21400,0
2203,NC(=O)c1ccc([N+](=O)[O-])cc1Cl,TOX21405,0
2205,O=C1CC2CC1C1CCCC21,TOX27463,1
2206,Nc1cccnc1,TOX27461,0
2207,CC(C)OCCO,TOX27466,0
2208,CCc1nccnc1C,TOX27464,1
2213,O=C(OCCN1CCOCC1)c1cccnc1Nc1cccc(C(F)(F)F)c1,TOX31587,1
2218,CO/N=C(\C(=O)O)c1csc(NC(=O)CCl)n1,TOX31580,1
2221,CC(C)CCO,TOX5469,0
2222,C=C(C)C(=O)OCC(C)C,TOX5461,0
2225,O=C=NC1CCCCC1,TOX5464,1
2226,COS(=O)(=O)[O-].C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1,TOX2948,0
2229,CC(=O)c1ccc([N+](=O)[O-])cc1,TOX5724,0
2230,Nc1cccc([N+](=O)[O-])c1,TOX5725,0
2232,CC(C)(C)NCC(O)CSc1nc(-c2ccc(C(N)=O)s2)cs1,TOX26849,1
2235,COc1ccc2c(=O)c(C)c(-c3ccccc3)oc2c1CN(C)C,TOX26841,1
2236,CC(=O)CCl,TOX1547,0
2241,C=C(C)c1ccccc1,TOX5661,0
2242,O=C(Cl)c1c(Cl)cccc1Cl,TOX12891,0
2244,C1CN(CCOCCN2CCOCC2)CCO1,TOX22170,0
2245,COc1ccc(C=O)cc1OC,TOX6285,1
2248,CCOC(=O)CC,TOX20110,0
2249,Sc1nnc(S)s1,TOX20115,1
2250,C=CC(=O)NC(C)(C)C,TOX20114,0
2251,[Cu+2],TOX20449,1
2252,COc1ccc(Nc2ccc(OC)cc2)cc1,TOX5093,1
2253,CCOP(=S)(OCC)O/N=C(\C#N)c1ccccc1,TOX14324,1
2254,COC(=O)CCCCC(=O)OC,TOX5096,0
2255,COCCOC(=O)c1ccccc1C(=O)OCCOC,TOX5094,0
2257,COc1cc(C[C@@H](C)N)c(OC)cc1Br,TOX28808,1
2258,Cc1nc2ccccc2c(=O)n1-c1ccccc1Cl,TOX28801,1
2260,CC[C@H]1C[C@@H]2C[C@H]3c4[nH]c5ccc(OC)cc5c4CCN(C2)[C@@H]13,TOX28803,1
2261,CCC(N)Cc1c[nH]c2ccccc12,TOX28802,1
2262,COc1cc(CCN)cc(OC)c1OC,TOX28805,1
2263,CCCSc1cc(OC)c(CCN)cc1OC,TOX28804,1
2266,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],TOX1395,1
2267,CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O,TOX1397,1
2268,CN1C(=O)OC(C)(C)C1=O,TOX1396,0
2269,Cc1ccc(OP(=O)(Oc2ccc(C)cc2)Oc2ccc(C)cc2)cc1,TOX1391,1
2270,ClCC(Cl)CCl,TOX1390,1
2271,OCCOCCOCCO,TOX1393,0
2272,OCCN(CCO)CCO,TOX1392,0
2273,CC(C)NCC(O)c1ccc(O)c(O)c1,TOX5486,1
2274,Cc1cc(C)c(N)cc1C,TOX1398,0
2275,CC1(C)CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,TOX14497,1
2276,N#CN,TOX14490,0
2277,O=c1[nH]sc2ccccc12,TOX12523,1
2278,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,TOX1170,1
2279,CC(=O)Nc1ccccc1C,TOX4413,0
2280,CC(=O)Nc1cccc(C)c1,TOX4412,0
2282,Brc1cc(-c2ccc(Br)c(Br)c2Br)cc(Br)c1Br,TOX1174,1
2284,COc1ccc(-c2ccccc2)cc1NNC(=O)OC(C)C,TOX12525,1
2285,C=CCCCCCCC=C,TOX2159,1
2286,CCCC[Sn](CCCC)(CCCC)CCCC,TOX2153,1
2287,CC(C)(O)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,TOX13562,1
2288,CC1=C2[C@H](/C=C(\C)C(=O)O)CC[C@@H](C)[C@H]2[C@H](O)C1,TOX13564,0
2289,Cl[In](Cl)Cl,TOX13566,1
2291,CCCCOC(=O)CO,TOX24725,0
2293,CN(C1CCCCC1)C1CCCCC1,TOX24727,0
2294,Cc1ccnc(N)c1,TOX24720,0
2295,CN(C)C(C)(C)CO,TOX24721,1
2297,CC(=O)O[AlH3](O)O,TOX24723,0
2299,CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1,TOX3826,0
2302,COS(=O)(=O)[O-],TOX22406,0
2304,CCCCC(CC)COC(=O)/C=C/c1ccc(OC)cc1,TOX28119,0
2305,COCCOC(=O)CC#N,TOX18831,0
2307,COC(C)=O,TOX1767,0
2308,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,TOX28117,1
2312,COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@H]2CCN(Cc3ccccc3)C2)[C@H]1c1cccc([N+](=O)[O-])c1,TOX28580,1
2315,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,TOX384,1
2316,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,TOX28583,1
2317,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,TOX383,1
2318,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)C1,TOX380,1
2319,CC1(C)[C@@H](C=C(Br)Br)[C@H]1C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1,TOX381,1
2323,CC(C)c1cc(C(C)C)cc(C(C)C)c1,TOX21232,0
2324,NCC1CCCC(CN)C1,TOX21238,0
2325,O=C(Nc1ccccc1)Nc1ccnc(Cl)c1,TOX14634,1
2326,CC(O)CC(C)O,TOX12878,0
2327,c1ccc(OCCOc2ccccc2)cc1,TOX6706,1
2329,CN(C)C(=O)CCSC(SCCC(=O)[O-])c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,TOX26358,1
2330,CCCNC(C)C(=O)Nc1ccccc1C,TOX11956,0
2335,C=CCNC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)C=C(C)[C@H](OC(N)=O)[C@@H](OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,TOX26352,1
2337,Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,TOX26619,1
2338,c1ccc2c(c1)ccc1ccccc12,TOX4254,0
2340,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21,TOX4259,1
2341,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,TOX26820,1
2342,COC(=O)c1nc(Cl)c(Cl)nc1N,TOX31434,1
2344,CC1=C2[C@H](/C=C(\C)C(=O)O)CC[C@@H](C)[C@H]2CC1,TOX14089,1
2346,C=C[Si](OC(C)=O)(OC(C)=O)OC(C)=O,TOX24938,1
2347,C#C[C@]1(O)C=C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,TOX26478,1
2348,CC(=C\c1ccccc1)/C=C1/SC(=S)N(CC(=O)O)C1=O,TOX26479,1
2350,COc1cccc(N(C)C(=S)Oc2ccc3c(c2)CCCC3)n1,TOX26470,1
2355,CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3C(C)=CC[C@@H]4C[C@@H](C[C@]5(C=C[C@H](C)[C@@H](C6CCCCC6)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OCC(=CC=C[C@@H]3C)[C@@]45O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O,TOX28908,1
2356,CN1C(=O)N(C)C(O)C1O,TOX24934,0
2357,CC(C)c1ccc(S(=O)(=O)O)cc1,TOX24932,0
2358,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,TOX4624,1
2359,c1ccc(SCCSc2ccccc2)cc1,TOX4625,1
2360,COCCOCCOC,TOX4621,0
2361,CCCCNC(=O)OCC#CI,TOX8038,1
2362,O=C(O)C1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1,TOX21273,0
2364,COC(=O)/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(C)\C=C/C(=O)O,TOX4629,1
2368,COc1ccnc2c1CCCCC2S(=O)c1nc2ccccc2[nH]1,TOX31442,1
2370,CCCc1ccc(OCC(=O)N2CCN(C(=O)COc3ccc(CCC)cc3OC)CC2)c(OC)c1,TOX31440,1
2374,O=C1C=CC(=O)N1c1ccccc1,TOX21274,1
2375,CCOC(=O)NC(C)(C)Cc1ccc(Cl)cc1,TOX28720,0
2376,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,TOX20619,1
2377,CC(=O)C(=O)[O-],TOX20614,0
2379,COCCCCCCCCOCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,TOX20611,1
2380,CC(=O)OC1C2(C)CCC(C2)C1(C)C,TOX27197,0
2381,O=S(=O)([O-])[O-].[Li+].[Li+],TOX28472,0
2382,O=Cc1c2ccccc2c(Cl)c2ccccc12,TOX28473,1
2383,CCCCCBr,TOX28474,0
2384,CCCC[n+]1ccc(C)cc1,TOX29302,1
2386,Cc1[nH]nc2c1N=C(c1ccccc1Cl)c1cc([N+](=O)[O-])ccc1N2,TOX28479,1
2387,COC(=O)Nc1nc2cc(S(=O)c3ccccc3)ccc2[nH]1,TOX24112,1
2388,CC1CCC(=O)C1=O,TOX27709,0
2389,CCN1C(=O)c2ccccc2C1Nc1ccc(OCCN2CCCCC2)cc1,TOX28726,0
2390,O=C1CCCCCCCCCCOCCCCO1,TOX27703,1
2391,CSSc1ccoc1C,TOX27702,0
2392,Cc1occc(=O)c1OC(=O)C(C)C,TOX27701,0
2393,CCCc1ccccc1O,TOX27700,1
2394,CCC(=O)OCc1ccc(OC)cc1,TOX27706,0
2395,CCCC1CCOC(C)S1,TOX27704,0
2396,Cc1cc(Nc2ccccc2C(=O)O)ccc1Cl,TOX28614,1
2398,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,TOX28616,1
2400,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(C(F)(F)F)c1,TOX28610,1
2401,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,TOX28611,1
2402,CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)C3[C@@H](O)C[C@@]21C,TOX28612,1
2403,C1CN(P2(N3CC3)=NP(N3CC3)(N3CC3)=NP(N3CC3)(N3CC3)=N2)CCO1,TOX28613,1
2405,CC(C)NCC(O)c1ccc([N+](=O)[O-])cc1,TOX28619,0
2406,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,TOX2707,1
2408,CS(=O)(=O)Cl,TOX1615,0
2409,Cc1cccc(C(=O)O)c1,TOX1617,0
2410,O=C(O)c1cccc(O)c1,TOX1610,0
2411,Cc1ccc(C(=O)O)cc1,TOX1618,0
2413,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,TOX25642,1
2414,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,TOX25645,1
2416,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,TOX25647,1
2418,CC(=O)OC(C)(C)C1CC=C(C)CC1,TOX6496,1
2419,Cl[Si](Cl)(c1ccccc1)c1ccccc1,TOX6494,1
2420,COCCOC,TOX5286,0
2421,CCOCCOCC,TOX5285,0
2422,O=[N+]([O-])c1cccc2ccccc12,TOX978,1
2423,O=C(O)CCC(=O)C(=O)O,TOX13179,0
2424,S=C([S-])NCCNC(=S)[S-],TOX603,1
2426,C[N+](=O)[O-],TOX977,1
2429,O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,TOX970,1
2430,CCCCC(CC)CO,TOX605,0
2431,C1CC2OC2CC1C1CO1,TOX604,0
2432,CC(C)N(C(=O)COc1nnc(C(F)(F)F)s1)c1ccc(F)cc1,TOX12552,1
2433,CCN(Cc1c(F)cccc1Cl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],TOX12553,1
2434,Cc1nn(C)c(Oc2ccccc2)c1/C=N/OCc1ccc(C(=O)OC(C)(C)C)cc1,TOX12550,1
2435,O=[N+]([O-])c1cc(C(F)(F)F)c(Cl)c([N+](=O)[O-])c1Nc1ncc(C(F)(F)F)cc1Cl,TOX12551,1
2436,COC(=O)CSc1cc(/N=c2\sc(=O)n3n2CCCC3)c(F)cc1Cl,TOX12556,0
2438,C#CCN1C(=O)COc2cc(F)c(N3C(=O)C4=C(CCCC4)C3=O)cc21,TOX12555,1
2439,CO/N=C(/C(=O)OC)c1ccccc1COc1ccccc1C,TOX12558,1
2440,CC1(C)[C@@H](/C=C(\Cl)C(F)(F)F)[C@H]1C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1,TOX12559,1
2445,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C,TOX25460,1
