,toxic
5644,1
6960,1
3365,0
3494,0
4895,1
6899,1
7702,1
6308,0
2206,0
3041,1
1968,1
4890,1
494,1
2455,1
7007,1
2478,0
3220,1
2241,0
7034,1
947,1
7142,1
6805,1
2105,1
236,1
4271,0
7806,0
6948,1
585,0
3375,1
3813,0
723,1
6471,1
2471,0
2162,0
1998,1
3412,0
7260,0
1229,1
7470,1
3496,1
7647,1
2142,0
5501,1
6615,1
4710,1
1814,0
547,1
4948,1
3339,1
4321,0
6652,1
3953,1
5639,0
7724,1
5057,1
6982,1
1108,1
3206,1
4104,0
5215,0
2324,0
579,1
1869,1
5331,0
2663,0
1665,0
4683,1
6192,1
5999,0
4229,1
5214,1
764,1
4062,1
6166,1
3048,1
6646,0
235,1
7694,1
724,1
150,0
2861,1
1612,1
5166,1
1264,0
1971,0
7197,1
883,1
2789,1
3291,0
5399,0
5201,0
5480,1
2510,1
3075,0
2152,1
4607,0
4412,0
7693,1
1962,1
2560,1
1645,1
1573,0
6571,1
7264,0
6363,1
3644,1
2328,1
6715,1
3763,1
6142,1
2271,0
653,1
1152,0
659,1
3066,1
3089,0
2849,1
2733,1
6233,0
2004,0
4874,1
5170,0
3040,0
3044,0
7667,0
3287,1
3634,1
5242,1
7519,1
5822,1
3823,1
3439,0
2378,1
3973,1
2003,1
1734,1
6137,0
6327,1
4558,1
7368,1
2320,1
5489,1
1649,1
6497,1
2046,1
3955,1
270,1
115,1
6558,0
106,0
7037,1
4904,0
6080,1
4077,0
749,1
2281,1
4949,0
4063,1
3646,0
1415,1
3398,1
7436,0
4597,1
7584,1
911,0
1109,0
5490,1
3540,0
5074,1
7352,1
6538,0
2319,1
6365,1
955,1
4030,0
7380,0
6568,0
7143,1
3137,0
2886,1
5858,0
6872,0
565,1
445,1
4801,1
5249,1
5369,1
3362,0
411,1
7521,0
1651,1
2384,1
6065,1
1592,1
3682,1
6279,1
5258,1
1351,0
3273,0
4466,0
1297,0
970,1
7207,1
3438,0
2753,1
730,1
5310,1
6333,0
301,0
5140,0
7392,0
3756,0
6954,1
4372,1
798,1
1926,1
3058,0
4523,1
6347,1
1837,1
406,1
3790,1
3902,0
6352,1
2118,0
869,1
1151,1
6274,0
7827,1
332,1
2524,0
3600,1
5077,0
5175,1
4666,1
3173,1
1959,0
3105,1
1128,0
1315,1
3758,1
5279,0
6523,0
1873,1
5562,1
3776,1
3622,1
1789,1
5333,0
2303,1
3349,1
3360,0
2500,0
960,1
2413,1
5600,1
4187,1
7139,1
7338,1
2558,0
4754,0
7259,1
2561,1
5240,1
1421,0
5793,1
1948,1
6878,1
3026,1
1709,0
5613,0
7270,1
5453,0
7052,1
7498,0
4390,0
6964,1
2519,1
7317,1
3703,1
4574,1
1337,1
599,1
1180,1
1828,0
3755,1
1779,0
6852,1
4356,1
3091,1
7369,1
2835,0
7064,1
6742,1
2207,0
5115,1
4447,0
6658,1
5977,1
490,1
4995,1
2435,1
2263,1
2209,1
1759,0
2482,0
5768,1
2671,0
4946,1
940,0
784,0
5135,1
4362,0
2766,0
4045,1
6098,0
6287,0
3599,1
7336,1
7116,0
6427,0
5364,1
6010,1
6890,1
6579,1
7652,1
7124,1
1397,1
3499,1
6023,1
2608,1
4031,0
3689,1
6853,0
2098,1
3926,1
5823,1
6156,0
1888,1
7713,1
6464,1
1144,1
1581,1
658,1
5410,1
2939,1
1452,0
2103,1
3324,1
5162,1
6393,0
6291,1
5046,0
2564,1
3002,1
1596,1
7237,1
759,0
998,0
4215,1
5773,1
5804,1
3337,1
2964,1
1825,1
2774,1
3299,1
5595,1
5627,1
5176,0
6539,1
5778,1
6735,1
3863,0
6433,0
4078,1
3937,1
7353,1
4915,1
2093,1
2627,1
5867,1
6994,1
973,1
5493,0
5526,0
6088,0
5430,1
4996,1
5374,1
3493,1
1052,1
580,1
6275,1
7240,1
2804,1
3861,1
7546,1
3789,1
173,1
2681,1
5005,0
6587,0
3209,1
4019,0
6726,0
999,0
3910,1
4956,0
2483,1
7288,1
2986,1
1773,1
7510,1
5681,1
6708,1
3214,1
7129,1
2355,1
4385,1
5876,1
145,1
7777,1
867,1
2293,0
826,0
5671,1
4633,1
3677,1
1425,0
2619,1
1912,1
5732,0
4506,1
1755,1
3935,1
1441,0
3862,0
6423,1
853,1
4239,0
4373,1
5293,1
4511,1
2115,1
3333,1
2411,0
1207,1
2828,0
2756,1
232,1
5304,0
6454,0
1228,0
6623,0
5076,0
6021,1
4313,1
6837,0
5408,1
583,1
5852,1
7123,1
584,1
968,1
6165,0
7385,1
6552,1
5405,1
1891,1
6871,1
1939,1
7175,1
5234,1
1165,0
6809,1
923,0
7427,1
256,1
6358,1
3049,0
7044,0
6003,1
2799,1
671,1
4990,1
6154,1
7653,1
5730,1
6309,1
6834,1
5723,1
2780,0
5510,1
4967,1
288,1
4082,0
643,0
3211,1
755,1
6406,0
4060,1
7587,1
452,0
4360,0
4022,0
3136,1
3865,1
5246,1
320,1
564,0
6668,1
480,1
6912,1
3370,1
2216,1
3037,1
2070,0
5575,0
7639,0
3944,0
1969,1
206,1
440,1
4551,1
5054,1
470,1
951,1
3635,1
1549,1
187,1
3490,0
1585,0
7697,0
7161,0
927,1
7347,0
4842,0
6164,0
2172,1
5237,1
5149,1
6916,0
3867,1
6681,0
5684,1
2370,1
7166,1
991,1
6091,1
4716,1
1244,1
6285,1
6470,1
7418,1
4102,1
7821,1
3402,1
3323,1
4233,1
4202,1
2240,1
2867,0
6251,0
5888,1
3156,1
4286,0
6880,0
1692,0
160,1
3135,1
1817,0
4180,1
775,0
6196,1
1561,0
308,1
5389,1
3810,1
6146,1
590,1
513,1
1348,1
161,1
6445,1
4443,1
1005,1
7257,1
7426,1
4284,1
6694,1
1437,1
3661,1
5416,0
6132,1
4619,1
2074,0
1538,1
6249,1
3812,0
99,1
6811,1
2537,1
5336,1
1106,1
5651,1
136,0
5444,1
2178,1
1646,1
5278,0
603,1
4676,0
2269,1
1797,0
2838,1
786,1
7130,1
461,0
2137,1
6513,1
6429,1
6674,0
2221,0
920,1
3279,0
4211,0
5527,1
4897,1
7541,1
3425,1
6205,1
1316,1
7134,1
4725,1
179,1
4256,0
3106,1
5825,1
4016,1
836,1
211,0
1751,1
3481,1
1502,0
3761,0
4696,1
1802,1
5943,1
1519,1
4896,1
2622,1
4179,0
4941,0
3212,1
7410,1
1116,0
6806,1
995,1
4493,1
6529,1
4947,1
331,1
3657,1
6240,1
5958,1
3624,1
1937,1
6576,1
4093,1
6651,1
7350,1
4027,0
4034,0
342,1
5978,1
6133,1
1782,0
408,0
6184,0
3922,1
3886,1
7238,1
4604,1
3356,1
1896,0
556,1
4339,1
6303,1
5110,1
6377,1
265,1
1479,1
2474,0
3029,0
6474,1
2569,1
1041,1
7017,0
866,1
7299,1
1361,1
4057,1
778,1
3647,0
2317,1
4982,0
2870,0
6680,1
6566,0
7303,1
7329,0
4337,0
6117,0
6306,1
6776,0
2381,0
6018,0
4273,1
7046,1
1238,0
1824,1
2095,1
5513,1
597,1
7365,0
1009,1
5801,0
231,1
3824,1
6859,1
3492,1
5464,1
1101,0
721,1
4478,0
3276,1
299,1
1961,0
6737,0
2593,1
2959,1
6255,1
2832,0
1196,1
5207,1
4448,1
4452,1
2680,0
6399,0
1248,0
7206,1
6179,0
5812,1
3151,0
2859,0
5653,1
3241,0
6008,1
1843,1
1263,0
6634,1
1504,0
272,1
6326,0
6288,1
7004,1
3784,0
5116,1
4692,0
16,1
2613,1
4260,1
4157,0
6335,0
5989,1
7337,1
1507,0
7122,1
7788,1
1974,0
3553,1
7156,0
482,0
1989,1
3828,1
7773,0
7118,1
2590,1
6641,1
5205,0
4266,1
1863,1
762,1
4225,1
3353,1
212,1
614,1
3083,1
2299,0
5063,0
2623,1
5217,1
761,1
1119,1
56,1
4980,1
4005,0
5052,1
6495,1
2596,1
6007,0
3082,1
5940,1
3343,1
6940,1
2727,1
569,0
7761,0
6757,1
2334,1
5904,1
5491,1
5973,1
5448,1
588,1
996,1
2953,1
5915,0
5025,0
4777,1
6633,0
727,1
2305,0
1719,1
4651,0
6468,1
666,1
7576,1
350,1
3523,0
105,1
6419,0
1330,1
3552,0
5637,0
7530,0
6592,0
5131,1
1760,1
4420,0
3829,1
5970,1
6449,1
3825,1
7666,1
1499,0
7771,1
3297,0
4296,1
6060,1
1311,1
2392,0
2164,0
2121,1
6943,1
4377,1
1520,1
1629,1
2688,1
7162,1
3508,1
280,1
7518,1
6635,1
7176,1
5742,1
3569,1
1260,1
1906,1
3912,1
1639,1
7738,1
1957,1
698,1
7548,1
6039,1
4039,1
5634,0
2515,1
4671,1
1769,1
259,1
2768,0
4599,0
6659,1
4354,0
6379,0
3327,1
3433,1
1637,1
1427,1
1202,0
5323,1
682,1
5608,1
1632,1
7692,0
2018,1
2342,1
3169,1
736,1
619,1
69,0
6655,1
6879,1
4695,1
448,1
3554,1
2045,1
398,1
4079,0
13,0
3295,1
4972,0
7103,1
3891,1
7210,0
3893,1
1568,1
5679,1
7008,0
3432,1
5935,1
1183,1
7296,1
3691,1
5006,0
1130,1
6330,1
4834,1
1895,1
1015,1
3938,1
1547,1
655,0
1181,0
552,0
6980,1
1919,1
4483,1
237,1
933,0
7812,1
1038,1
4244,0
7467,0
6063,1
104,1
7095,1
5452,1
5544,1
3745,1
6329,0
5590,1
6418,0
1343,1
1409,0
5298,1
4933,0
3274,1
6172,1
5080,1
3248,1
992,1
4132,0
2344,1
7097,1
5892,0
4570,0
7557,0
6717,1
1543,1
7685,1
3423,1
3303,0
242,0
3430,0
271,1
1019,1
7094,1
631,1
7592,1
7169,1
6511,1
2314,1
1077,1
3640,1
1154,0
7551,1
1865,0
7825,1
5657,1
1192,0
3900,1
7312,0
6366,1
7575,1
2352,1
7728,1
7727,0
1396,0
7651,0
6340,1
2242,0
2062,0
3656,1
2501,0
664,1
7202,0
5591,1
1105,0
1942,0
4983,1
957,0
1453,1
6866,1
67,1
3645,1
4749,1
3946,0
4653,1
1111,0
1267,1
3966,0
3415,1
3456,0
2322,1
1464,1
423,0
6492,1
5404,1
6175,1
3987,0
6272,0
7460,1
7703,1
6017,0
4865,1
4698,0
6124,1
4955,1
6536,1
5385,0
5252,1
1177,0
2970,0
6276,1
1200,1
7009,1
2843,1
1340,1
6341,1
4798,1
6095,1
4384,1
5251,0
7230,0
5021,1
1376,1
1864,1
7053,0
6368,1
5353,1
5975,1
3688,0
4643,1
7190,0
4518,1
2692,1
6920,1
7778,1
1724,0
7450,1
4135,1
5083,1
6149,0
1067,1
460,1
5660,0
4616,0
6264,1
1027,1
2158,1
1007,1
3615,1
22,1
2212,1
6905,0
5619,1
4033,0
405,0
1562,1
5232,1
753,1
283,1
2630,1
6550,1
4765,0
988,0
1305,0
4282,1
1440,1
1860,1
6787,0
1363,0
2177,0
269,1
677,1
6551,0
3933,0
7300,0
4333,0
2570,1
7372,1
5882,0
7286,1
5808,1
1766,1
1089,1
6718,0
3461,0
5411,1
6666,1
1304,1
3742,0
5113,1
6543,0
4172,0
92,0
2632,1
7082,1
4379,0
1944,1
637,1
573,1
4508,1
1097,0
4753,0
2013,1
5400,1
2327,1
2837,0
2997,0
5309,0
7283,1
4744,0
609,1
2645,1
5208,1
2898,1
6231,0
731,1
3819,1
4490,1
4827,1
151,1
3502,1
7619,1
1693,1
1854,0
7590,1
2985,0
2813,0
5139,0
3871,1
3925,1
2376,1
7785,1
5009,1
2228,1
1494,1
7524,0
4659,0
3528,1
2801,1
6528,1
6660,1
4499,1
1166,1
4575,1
7201,1
368,1
6157,1
2027,1
2425,1
2448,1
4444,1
2402,1
2938,1
2219,1
2399,1
5137,1
4357,1
5177,1
1023,1
570,1
3363,0
6744,0
7712,1
7001,0
5834,1
729,1
2795,0
3421,1
1099,1
5844,1
1186,0
3284,1
5854,1
1990,1
1627,0
3801,0
3791,1
2256,1
2790,1
1826,1
7564,1
2638,1
5020,1
4153,1
1991,0
5712,0
4421,1
6819,0
3652,0
6171,0
1024,1
3245,1
4654,0
939,0
3409,1
7381,1
5594,1
4028,0
5524,1
4405,1
4697,1
6089,1
493,1
1505,0
3720,0
3533,0
6259,1
4556,0
5184,0
2220,1
728,1
4115,0
932,1
2913,1
5818,1
5563,0
3000,1
443,1
7171,1
4791,1
4230,1
3090,0
6317,1
2602,1
6260,0
7247,0
2174,0
5239,1
1127,0
4848,1
5270,0
2199,1
7635,0
5558,1
7032,1
5786,1
1987,1
5555,1
2333,1
245,1
511,0
3262,1
2957,0
1584,1
2382,1
3498,1
523,1
5556,1
4071,1
193,0
7083,0
1661,0
7723,1
3949,1
5434,1
1540,1
4226,0
734,1
4703,0
1377,1
64,1
6644,1
175,1
6053,1
2993,1
7033,1
5615,1
4835,0
7421,1
2597,1
2202,1
5064,1
2170,0
1339,1
5925,1
5348,0
2678,1
6168,1
2436,0
2126,1
3389,1
5470,0
2169,0
218,1
2924,1
6775,0
7021,1
4431,1
7050,1
484,1
899,1
6626,1
18,1
848,0
4177,1
17,1
3614,1
6252,1
1334,0
3793,1
6885,1
3476,1
112,1
4903,1
4535,1
1324,1
6022,1
126,0
425,0
4816,1
4879,0
4852,1
3942,1
4770,1
4579,1
6913,0
1262,1
7364,1
1943,1
2631,1
2350,1
6451,0
3628,1
344,1
2750,0
1189,0
6942,1
1478,1
777,1
3065,0
582,1
1616,0
3495,1
3879,1
5585,1
2055,1
3466,0
1268,1
3020,1
2041,1
2996,1
3095,0
5147,0
3627,0
6545,0
4009,1
7501,1
5902,1
4721,1
3762,0
6904,0
6422,1
6059,1
4198,1
6476,0
230,1
3772,0
3565,1
1916,1
4228,1
196,1
40,0
550,1
2525,1
1801,1
5078,1
3079,0
1997,1
5019,0
1088,1
1239,0
6019,0
6825,1
3367,1
1090,1
5740,1
6755,1
4472,1
6716,1
3371,1
7539,1
6530,1
7243,1
6130,0
1533,1
7560,1
1684,1
3480,1
286,0
789,1
6374,0
3951,1
2759,0
6001,0
2210,1
5471,1
2472,0
54,1
2353,1
5512,1
5481,0
6012,1
4017,1
5058,1
4044,0
4331,0
2923,1
2427,1
2559,0
5320,1
4534,1
2954,0
576,0
6269,0
4004,1
2104,1
7811,1
3457,1
2002,0
5244,1
699,1
2994,1
7256,0
5630,1
6387,1
1807,1
4201,1
2416,1
5191,1
718,1
2348,1
6072,1
1444,1
1443,0
2408,0
7674,1
2909,1
7390,0
3534,0
3746,0
6888,1
5931,1
4301,0
1458,1
6140,0
1986,0
6367,0
7721,1
1580,0
1303,1
1976,0
430,1
3830,1
471,1
258,1
7164,1
6519,1
2341,1
6799,1
774,1
5182,1
70,1
2810,1
2461,1
7212,0
5467,0
5072,1
3516,1
127,0
1803,1
6209,1
421,0
428,1
4268,1
903,1
1495,1
2410,0
2050,1
5213,0
15,1
3388,1
198,0
6465,1
3575,1
5055,0
4221,1
81,0
3730,1
5830,1
711,0
6273,1
5044,1
577,1
6167,0
4674,1
1463,1
7517,1
1285,0
2936,1
2388,0
3815,1
6981,1
3489,1
4977,1
1614,0
3524,1
4732,1
5386,1
2725,0
7716,1
4944,1
2934,1
4998,1
4138,1
6037,1
1171,1
3521,1
4693,1
5803,1
5737,0
4667,1
6375,1
3751,0
745,1
6051,0
2612,1
1188,1
5062,1
89,0
4537,1
6280,1
4545,0
638,1
7624,1
5518,1
1788,1
6350,1
3319,1
4053,0
5587,1
6178,1
6211,0
5966,1
1480,1
855,1
2739,1
7657,1
7084,1
1550,1
5017,1
3300,1
4856,1
6487,0
2761,1
1338,0
962,0
2119,1
1406,1
678,1
4662,0
6698,1
1215,1
1032,1
3889,1
3907,0
328,1
4,0
7186,1
4195,0
2656,1
3604,1
7313,0
1654,1
2019,1
7591,1
3544,1
4316,1
5994,0
3890,0
1905,1
1484,1
1681,1
4576,1
2922,1
2412,1
7013,0
2025,1
4184,1
804,1
2089,0
5693,1
3550,1
810,1
694,1
6958,1
7387,1
4418,0
7706,0
1750,1
2127,1
3315,1
3185,1
5148,1
4580,1
648,0
2486,1
3665,1
1945,1
1778,1
561,0
2442,1
838,1
1198,1
1276,1
3629,1
5356,0
5415,1
7487,1
5933,1
5612,1
2740,1
3335,1
1047,1
3636,1
2665,0
1508,0
5545,0
5081,1
7395,1
4823,1
3201,1
3906,1
4117,0
6772,1
2433,1
4147,1
6435,1
6986,0
4766,1
298,1
6746,1
7495,0
6582,1
2821,0
4846,0
2683,1
3364,1
3616,1
4436,0
6398,0
7078,1
3818,1
7737,1
7745,1
3709,1
7765,0
2556,1
1589,1
6096,1
5766,0
6741,0
4737,1
261,1
949,1
3859,1
2716,0
3094,1
5566,0
1523,0
6967,1
661,0
1521,0
2793,0
3166,1
7117,1
2781,1
7633,1
5329,1
5485,1
414,1
1672,1
4213,1
829,0
157,1
6254,1
2726,1
5247,1
4047,0
5129,1
5561,0
429,0
3454,0
3864,1
6158,0
3304,1
3487,1
6469,0
4498,1
942,1
3152,1
2309,1
4155,1
1241,1
7577,1
5574,1
4059,1
7106,0
2514,1
2069,1
3811,0
2391,0
5790,1
7545,1
5238,1
1730,0
1447,0
3731,0
400,0
5759,0
3331,0
6424,1
1763,1
1981,0
5159,0
6277,1
4953,1
1786,0
5454,1
1565,0
7625,0
3031,1
5437,1
6971,0
4234,1
6777,1
7506,1
4006,1
2712,1
2023,0
2316,1
169,0
560,0
3071,1
854,0
1631,0
4024,1
602,1
6204,1
7250,1
6143,0
1160,1
6962,1
6107,1
2397,1
4141,1
436,0
3568,1
2367,1
5033,0
1617,1
2748,0
4240,0
4639,1
5094,1
1476,0
3563,0
7226,0
1809,0
3773,1
2769,0
4439,0
4392,1
1401,1
1488,1
3047,1
7109,1
5168,0
4553,0
7790,1
336,1
349,0
3956,0
7041,0
5982,1
3592,0
5748,1
2475,1
6929,1
6313,0
807,0
3266,1
770,0
1147,0
3668,1
5260,0
5243,1
1210,0
3351,1
863,1
3958,0
26,0
7544,1
3450,1
901,1
5792,1
1385,1
4400,0
5330,0
2893,1
654,1
164,1
5537,1
2667,0
2128,1
6180,1
4150,1
7180,0
46,1
5334,1
1967,1
103,1
1718,1
2,1
5945,1
4917,0
545,0
1756,0
6046,1
4035,1
859,0
4655,1
7743,1
5810,1
7720,1
5303,1
2097,1
1266,1
1951,1
351,1
627,1
3915,0
894,1
835,1
3870,1
5024,0
4205,1
3716,1
4899,1
1208,0
3766,0
1704,1
2043,1
3999,0
1556,1
5440,1
4773,1
6504,1
1745,0
274,1
1226,1
5929,1
880,1
4943,1
5622,0
7038,1
4569,1
3411,0
250,1
4194,0
5674,0
2494,1
322,1
4220,0
2185,1
2687,1
2974,0
2181,1
930,0
6282,0
1697,1
2830,1
2339,1
4049,1
5785,0
6790,1
4764,1
6388,1
7509,0
7172,1
7493,1
432,0
4911,1
4866,1
2809,1
7466,1
6951,1
705,1
3564,1
7488,1
1675,1
539,1
6736,1
5306,0
7280,1
7068,1
2928,1
2497,0
2670,1
94,1
3129,1
6185,1
7425,1
7360,1
1307,1
1489,0
5817,0
5898,1
3465,0
5614,0
1080,1
7730,1
3903,0
4891,1
4722,1
929,1
5016,1
3204,1
6851,0
676,1
5023,1
4736,1
6223,1
139,1
3170,0
6408,0
6020,0
5722,1
1879,1
4795,1
5003,1
6026,0
7057,1
3525,1
6115,1
6537,1
1110,1
1889,1
1086,1
5047,1
3887,0
2723,1
2897,1
1623,1
1378,1
2049,1
7456,1
1518,1
3571,1
6548,0
870,0
407,1
5090,1
395,1
1509,1
1528,1
592,1
3798,0
6144,1
5349,1
2984,1
6887,1
907,0
2650,0
1359,0
477,1
7679,1
34,0
3347,1
6521,0
5920,1
5667,1
5087,1
111,1
5189,1
4519,1
397,1
1995,1
371,0
7354,1
1017,1
7136,1
7565,1
7179,0
1821,1
1555,1
6721,1
1118,0
6782,0
2061,1
3726,1
3,1
830,0
7608,1
6793,1
3357,1
6525,1
1209,1
5026,1
1686,0
4429,1
4900,1
1068,0
7580,1
1113,1
7251,1
7358,1
5899,1
1598,0
1419,0
6765,1
1875,1
3914,1
5305,1
1296,0
2155,1
5092,1
4543,1
7636,0
1833,1
5997,0
7754,1
3416,1
6517,1
2904,0
1411,1
5378,1
4988,1
5861,1
2072,1
7744,1
114,1
4183,1
2120,1
2778,1
1233,0
4621,1
7449,1
1286,1
4249,1
6092,1
6617,1
4831,1
2038,1
2736,1
1852,0
7520,0
818,0
1044,0
5919,1
6533,1
6000,1
2258,1
5569,0
7549,1
5981,1
5136,1
1481,1
1195,1
3470,0
6050,1
1274,1
2498,0
6712,0
1336,1
427,0
2523,1
3760,1
268,1
7322,1
1608,1
3288,1
1439,1
1460,1
2508,0
3250,1
109,0
6394,1
6207,1
516,1
4872,1
6693,1
403,1
806,1
3749,1
3868,1
5040,1
2520,1
6220,0
1231,1
4819,1
2238,1
5718,1
1899,0
5692,0
4281,0
3213,1
5849,1
3560,1
5056,1
4411,1
2762,1
7323,0
2499,0
1265,1
2794,0
6515,1
6359,1
1754,1
4968,0
3988,1
6047,1
6002,1
3650,0
469,0
805,1
2282,1
4162,0
181,0
2617,1
6015,1
7481,1
5235,1
7400,1
2857,1
424,1
5883,1
3898,0
117,1
529,0
6250,1
5424,0
5022,0
2770,1
5725,1
3899,0
5066,1
3015,1
922,0
1012,1
4775,1
6127,0
1300,1
7,1
7522,1
2868,1
7326,0
4052,1
1966,0
1223,0
4376,1
1695,1
6031,1
2306,1
1102,0
4680,0
2051,1
3181,0
7444,1
182,1
1214,1
2084,0
2911,1
7618,1
7490,1
7616,0
7710,0
1737,0
3546,1
177,0
10,1
6139,0
6564,1
2611,0
5432,1
3978,1
2285,1
7813,1
7689,0
796,0
5158,0
6197,1
6857,0
5396,0
3920,1
5708,1
326,0
7402,1
879,0
1075,0
7255,0
1933,1
3808,0
5042,1
4163,1
1932,0
7439,1
3800,0
3538,0
3149,0
7043,0
7757,1
3851,1
6032,1
6241,1
587,0
6386,0
2082,0
4502,1
209,0
4325,1
5557,1
3444,1
8,1
1900,1
6709,0
851,0
5922,1
4199,1
4257,1
2387,1
2421,0
952,1
73,0
5224,0
1064,0
739,1
3517,1
2702,1
3063,0
5968,0
2364,1
4739,0
5638,0
1872,1
744,0
3168,1
524,1
5503,1
1835,1
2029,1
1205,0
361,1
7266,1
1308,1
2531,0
3882,1
5128,1
2527,1
1658,1
2186,1
6563,1
6733,0
1179,0
6995,1
5476,0
2625,1
3918,1
2146,1
6216,0
6870,0
2666,0
1720,1
6239,1
1212,1
1350,0
7782,1
1903,1
7680,0
2637,1
1384,1
7733,1
5721,1
7816,1
453,1
7682,1
4015,1
7596,1
1020,0
5414,1
1204,0
2017,1
4818,0
1357,0
1952,1
5767,1
7451,1
3511,0
6926,1
4253,0
6440,1
689,1
2704,0
6520,1
401,1
2641,1
1858,0
5910,0
330,0
6505,0
3009,1
6439,0
905,0
2336,1
3895,1
4085,1
843,0
4531,1
3361,1
4098,0
2445,1
931,1
7483,0
3881,1
5620,1
4724,1
3842,0
2714,1
4809,1
201,0
7092,0
2276,0
4883,1
1535,1
709,1
5835,1
3897,1
6945,1
2205,1
2848,1
7661,1
4533,1
7105,1
5365,1
2620,1
6932,0
2803,1
781,1
341,0
2549,1
3663,1
5053,1
4970,0
3695,0
4888,1
5504,1
7278,0
990,1
1141,0
1537,1
5746,1
1314,1
4530,1
860,0
897,1
7120,0
2296,1
1977,1
4733,1
6696,1
6382,1
5985,1
4871,0
4081,1
3744,1
1522,0
7471,0
5359,1
37,1
3741,0
6009,1
4557,1
3631,1
2446,0
3919,1
2310,1
3157,1
2783,0
3666,1
2114,0
3374,1
4467,1
3358,0
3073,1
896,1
6295,1
5381,1
1861,1
4873,1
365,0
5992,1
2222,0
386,1
3664,1
776,1
3272,1
3769,0
2940,1
7111,0
900,1
3215,0
3099,1
3594,1
1218,0
5202,1
2437,1
4210,1
6938,0
1133,0
6561,1
4684,1
2518,1
568,0
1321,1
2956,1
5697,0
5438,1
292,1
1506,1
967,0
6820,0
6780,1
4294,0
5726,1
2108,0
3176,1
3486,1
6355,1
4978,1
7485,1
7621,1
7455,1
6560,1
672,0
1699,1
6284,1
2542,1
7327,1
6338,1
2487,0
2822,1
1416,0
6791,1
6605,1
1150,1
5120,0
2116,1
3146,0
5380,0
3947,1
3386,0
3780,1
3293,1
512,1
3697,1
809,1
4755,1
6300,1
2844,1
2488,1
2980,1
4232,1
5508,1
6049,1
7379,1
7002,1
2076,1
5152,1
3670,0
5361,0
3092,1
2754,1
4544,1
2752,1
2516,1
6025,0
1583,1
1898,1
735,1
5,1
997,0
4851,1
5319,1
7649,0
4287,0
4043,1
3008,1
4475,1
5376,1
950,1
4679,1
2406,1
7234,1
6162,1
88,1
3317,1
2058,1
3595,1
4858,1
3340,0
1184,1
3676,0
3401,1
189,0
767,1
1379,1
7199,0
6669,0
3244,1
6498,1
5287,1
5032,0
3583,1
97,1
893,1
7413,1
6040,1
5636,1
4993,1
2443,1
4168,1
7480,1
3228,0
4763,1
4663,1
6342,0
1011,1
1159,1
4902,0
5549,0
6436,1
953,1
358,1
5007,1
1497,1
4629,0
2566,1
2539,1
5360,0
5583,1
7742,1
4548,1
5584,0
337,1
2398,1
5507,0
1878,0
1700,0
7290,1
3400,1
