,smiles,toxic
5245,CCc1ccc(O)c(C(C)(C)C)c1,1
3773,CCCCCCCCCC(CC)c1ccc(S(=O)(=O)O)cc1,1
3681,O=C(OCCCCCCOC(=O)c1ccccc1)c1ccccc1,1
2210,CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1
2127,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-],1
2084,COc1ccnc(CS(=O)c2nc3cc(OC(F)F)ccc3[n-]2)c1OC,1
2007,Nc1nc2nc[nH]c2c(=S)[nH]1,1
1584,O=Cc1c2ccccc2c(Cl)c2ccccc12,1
1473,O=C(CCl)Nc1ccccc1,1
5092,C1CNCCN1.C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O,1
2893,COc1ccc(OC)cc1,0
2848,O=C(O)c1ccc([Hg]Cl)cc1,1
1301,[PbH2+2],1
4869,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,1
3123,C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@@H](C(=O)O)[C@H](C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)C=CC=CC=CC=CC=CC=CC=C[C@H](C)[C@@H](O)[C@H]1C)O2,1
2885,ClCCOP(OCCCl)OCCCl,0
1515,OCCOCCOCCO,0
3002,CC(C)CCC(=O)CCC(C)C,1
709,CC1CCCCC1NC(=O)Nc1ccccc1,1
1906,O=C1OC[C@H](Cc2cccc(O)c2)[C@H]1Cc1cccc(O)c1,1
2047,CC(C)Nc1ccc(Nc2ccccc2)cc1,1
4381,CC(C)=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@@H]2C.O=C(O)CCC(=O)O,0
967,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21,0
1709,N#Cc1ccc(Cl)cc1,0
2648,OCC(CO)(CBr)CBr,0
3344,CC/N=c1/cc2oc3cc(NCC)c(C)cc3c(-c3ccccc3C(=O)OCC)c-2cc1C,1
3056,NC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1,1
4877,CC(=O)Nc1ccccc1O,1
3618,CC(C)CCCC(C)CC=O,0
2752,Brc1c(Br)c(Br)c(Br)c(Br)c1Br,1
871,O=C(O)c1cccc(C(F)(F)F)c1,0
2972,CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1,1
2710,CC[C@H](c1ccc(O)cc1)[C@@H](CC)c1ccc(O)cc1,1
664,CNC,0
3602,CC(C)c1ccc(NC(=O)N(C)C)cc1,1
2523,c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12,1
4068,O=C(O)C(=O)Cc1ccccc1,1
3852,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,1
5200,COc1ccc(C=CC(=O)c2ccc(OC)cc2OC)cc1,1
4138,COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,0
1899,Nc1ccc(N)cc1,1
2224,Cc1cc(O)c2c3c4c(cc(O)c13)C(C)(C)C(=O)c1c(O)cc(O)c(c1-4)C2=O,1
4734,CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@@H]5C[C@@H](O)[C@@H](OC)[C@@H](C)O5)[C@@H](OC(=O)O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@@H](OC(C)=O)[C@H](C)O3)[C@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1,1
1362,ON=C1CCCC1,0
1052,C1=CCCC=CCC1,0
3760,ClCCCl,0
4116,CCCC[N+](=O)[O-],0
1205,c1cc(N(CC2CO2)CC2CO2)ccc1Cc1ccc(N(CC2CO2)CC2CO2)cc1,1
2279,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,1
1278,O=C(O)c1ccco1,0
839,NCCc1cnc[nH]1,0
1585,CCCCCBr,0
795,Nc1ccc(/N=N\c2ccccc2)c(N)c1,1
4300,NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,1
2398,O=Nc1ccc(O)cc1,1
1811,CCO[Si](C)(OCC)OCC,0
4087,CC1(C)SC(C)(C)SC(C)(C)S1,0
3691,O=[N+]([O-])c1ccc(C=NO)o1,1
5217,O=C(CCl)c1ccccc1,1
1617,O=C(O)CCC(=O)C(=O)O,0
4426,O=CNc1ccccc1,0
3868,O=C1c2ccccc2C(=O)c2c(O)ccc(O)c21,1
3990,Cc1ccc2c(c1)C(=O)c1ccccc1C2=O,1
4262,C[N+]1(C)[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,0
2907,N#Cc1cccnc1,1
774,CCn1c2ccccc2c2cc([N+](=O)[O-])ccc21,1
3968,CCCCC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,1
4347,CCCOCCOCCO,0
4098,CCCCCC(=O)O,0
3524,COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,1
2716,CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl,1
910,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,1
4329,CCc1ccc(O)cc1,0
3039,N#CC(Cl)Cl,1
1382,COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1,1
2326,N=C(Nc1ccccc1)Nc1ccccc1,1
3469,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,1
283,OCCCC1CCCCC1,0
5206,C=CCNc1nc(NCC=C)nc(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1,1
1705,c1ccc(SSc2ccccc2)cc1,1
2533,CCCCCCCCn1cc[n+](C)c1,1
1733,CCCCCCCC[N+](C)(C)CCCCCCCC,1
4943,CCOCN(C(=O)CCl)c1c(C)cccc1CC,1
1647,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,0
920,CCOc1ccc(NC(C)=O)cc1N,1
368,BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br,1
4788,FC(F)(F)C(Cl)Br,0
1219,C=CCOCC(O)CO,0
989,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1cccnc1,1
1002,C[Sn](C)(Cl)Cl,1
1815,O=C(O)CCCCCCCCCCC(=O)O,1
281,O=C1NC(=O)C(=O)C(=O)N1,0
951,O=[Cr]O[Cr]=O,0
2985,CC(C)CO,0
2221,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCCC3)nc21,0
2471,Oc1ccc2ccccc2c1,1
3339,C=CC(=O)OCCOCCOCC,1
3627,CC(/C=C/C=C(\C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)=C\C=C\C=C(C)\C=C\C=C(/C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,1
1918,CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,1
2973,OC(CCN1CCCCC1)(c1ccccc1)c1ccccc1,1
2179,O=C([O-])C1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1,0
3490,OCCCO,0
2312,COc1c2ccoc2cc2oc(=O)ccc12,1
3918,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,1
1026,Cc1ccc(N)cc1N,1
1483,CC(C)CCO,0
5243,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,1
2165,O=C(O)Cc1cccc2ccccc12,1
4037,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,1
1989,NNC(=O)c1cccnc1,1
3833,CNCCC(Oc1ccccc1OC)c1ccccc1,0
1920,CNC1(C)C2CCC(C2)C1(C)C,0
738,C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,1
1227,C=CC(=O)OCCCCCCCC(C)C,0
3457,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cn3nnc(C)n3)CS[C@H]12)c1csc(N)n1,0
3196,CO/N=C(/C(=O)OC)c1ccccc1CON=C(C)c1cccc(C(F)(F)F)c1,1
932,O=[Mo](=O)=O,0
2170,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)C(O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,0
1350,CN/C=N/c1ccc(C)cc1C,0
3862,CO[Si](CCCNCCC[Si](OC)(OC)OC)(OC)OC,0
5071,O=C1c2c(O)ccc(Nc3ccc(CCO)cc3)c2C(=O)c2c([N+](=O)[O-])ccc(O)c21,1
2341,FC(F)(F)c1ccccc1Cl,0
2105,CCCSP(=S)(OCC)Oc1ccc(SC)cc1,1
788,O=C(O)C[C@H](NC(=O)OCc1ccccc1)C(=O)O,1
3811,CN(CCCl)CCCl,1
46,C=CCOc1c(Br)cc(Br)cc1Br,1
474,Cc1ccc(C(=O)c2ccccc2)cc1,1
4981,O=C(O)c1ccc2ccccc2c1O.OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,1
747,CC1COC(=O)O1,0
1187,O=C(CS(=O)Cc1ccco1)NC/C=C\COc1cc(CN2CCCCC2)ccn1,0
3828,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,1
2518,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,1
1743,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,1
323,Cc1cccc(C(=O)O)c1[N+](=O)[O-],0
2733,OCc1ccccn1,1
2610,CCCNC(C)(C)COC(=O)c1ccccc1,1
2627,COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,1
4208,CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,1
3996,C1CCN(CN2CCCCC2)CC1,0
2433,Clc1ccc(Cl)c(Cl)c1Cl,0
2686,OC[C@H]1O[C@H](OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)[C@H](O)[C@@H](O)[C@@H]1O,0
2956,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-],1
1901,CCCCCCCCCCCCCCCCCCOCCO,0
2430,CC1=NN(c2ccc(C(=O)O)cc2)C(=O)C1,1
3037,O=Cc1ccc(CO)o1,0
4711,C=C(C)CCl,0
3892,CCCCNC(=N)NC(=N)N,1
2207,ClC1=C(Cl)[C@@]2(Cl)[C@H]3[C@H](CC(Cl)[C@@H]3Cl)C1(Cl)C2(Cl)Cl,1
1235,CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,0
3900,CN(C)c1ccc(C(=N)c2ccc(N(C)C)cc2)cc1,1
16,Nc1nc2ccccc2[nH]1,1
1984,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,0
766,C=C(C)[C@H]1CN[C@H](C(=O)O)[C@H]1CC(=O)O,1
2260,O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,1
1231,CCCCN(CCCC)CCCC,0
2253,OCCSCSCCO,0
1729,COc1cc(-c2ccc(N)c(OC)c2)ccc1N,1
4304,CCOc1nc(C(Cl)(Cl)Cl)ns1,0
2589,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(O)c1ccccc1)C2,1
3108,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,0
5166,CC1(C)CON(Cc2ccccc2Cl)C1=O,1
3029,CO[Si](OC)(OC)c1ccccc1,0
1091,CCOC(=O)COc1ccc(C)cc1,1
5203,CCC(=O)OCCOc1ccccc1,0
4171,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],1
706,Nc1ccc(-c2ccccc2)cc1,1
4619,CCN1C=CN(C)C1C,0
3282,O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0
3355,CN(C)P(=O)(N(C)C)N(C)C,0
389,CC/C=C\CC/C=C/C(OCC)OCC,1
4184,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)([O-])[O-],1
3089,O=C(O)c1ccc(O)cc1,0
4625,CCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,0
4818,CCN(CC)Cc1nccn1-c1ccc([N+](=O)[O-])cc1C(=O)c1ccccc1Cl,1
219,CC(O)CN,0
3285,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1OC,0
2844,Cc1cc(CCN2CCN(c3nsc4ccccc34)CC2)cc2c1NC(=O)CC2(C)C,1
1134,CC(=O)OCC=Cc1ccccc1,0
3685,CCCCN1C(=O)[C@@H]([C@H](O)C2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2,1
1530,CC1=C2[C@H](/C=C(\C)C(=O)O)CC[C@@H](C)[C@H]2[C@H](O)C1,0
2662,CCCCN=C=O,0
3746,Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1,1
4125,CC(C)C1CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,1
1262,Nc1cc(Cl)c(N)c(Cl)c1,1
1196,O=C(O)c1ccc(O)c(O)c1,0
1053,CCCCCCCCCCCC(=O)OC,0
2941,Oc1c(I)cc(Cl)c2cccnc12,1
1363,COc1ccc(C(=O)/C(Br)=C\C(=O)[O-])cc1,1
850,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,1
2964,Oc1ccc(C(=C(Cl)Cl)c2ccc(O)cc2)cc1,1
508,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1,0
4190,CC(Cl)(Cl)Cl,0
3164,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1,0
3671,CCCCCCCCC(CO)CCCCCC,0
4061,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,1
1032,CSC1=N[C@@](C)(c2ccccc2)C(=O)N1Nc1ccccc1,1
968,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,0
2159,c1ccc2ccccc2c1,0
2422,CC(=O)/C=C/C1C(C)=CCC(C)C1(C)C,0
3794,O=P([O-])(O)OP(=O)([O-])O,0
1841,Nc1cc(S(=O)(=O)[O-])cc2cc(S(=O)(=O)O)cc(O)c12,0
2480,[O-]c1cc(Cl)c(Cl)cc1Cl,1
1132,CCOC(=O)c1ccc(N(C)C)cc1,1
4449,Cc1nc2ccc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)cc2c(=O)[nH]1,1
131,O=P1(NCCCl)OCCCN1CCCl,0
179,CCCCn1cc[n+](C)c1.F[B-](F)(F)F,1
2979,C#CC1(O)CCCCC1,0
2794,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](O)[C@H]1OC[C@H](O)[C@H]1O,0
4323,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,0
336,CNC(=O)ON=CC(C)(C)SC,0
1844,O=C(O)c1cc(Cl)cc([N+](=O)[O-])c1Cl,1
4678,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,0
3779,CCOC(C)OCC,0
4163,CCCCCCOCCOCCO,0
4505,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2ccccc2)cc1,1
497,N=C1NC(=N)c2ccccc21,1
4010,COc1cc(CC(C)N)cc2c1OCO2,0
1801,CC(=O)OCC(=O)[C@@]1(O)[C@H](OC(C)=O)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1
2192,O=S(=O)([O-])c1ccc(Nc2nc(Nc3ccc(/C=C/c4ccc(Nc5nc(Nc6ccc(S(=O)(=O)[O-])cc6)nc(N(CCO)CCO)n5)cc4S(=O)(=O)[O-])c(S(=O)(=O)[O-])c3)nc(N(CCO)CCO)n2)cc1,1
3775,CCCCCCCCCCCCc1ccccc1O,1
1720,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO,1
3073,C=CC#N,0
4100,CCCCCC=O,0
3000,O=c1[nH]c2ccc(Cl)cc2o1,1
783,O=C1[N-]S(=O)(=O)c2ccccc21,1
668,CCCCOCCOC(=O)c1ccccc1C(=O)OCCOCCCC,1
5105,CN1C(=O)[C@@H](NC(=O)c2cc3ccccc3[nH]2)N=C(c2ccccc2)c2ccccc21,1
4905,CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,1
2728,Nc1ccc(Cl)c(N)c1,1
5080,O=C1c2c(O)cccc2[C@H]([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2cc(CO)cc(O)c21,1
1033,CCCCCCCCCCCCc1ccc(O)cc1,1
4571,CCCCC(CC)C(=O)[O-].CCCCC(CC)C(=O)[O-].[Ba+2],1
1697,Cc1cc2nc(N)sc2cc1C,1
3474,Nc1ccc(Cl)c(Cl)c1,1
2002,CC(C)[C@H](C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,1
753,COc1ccc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc1OC,0
2705,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,1
1849,CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
2364,S=C([S-])NCCNC(=S)[S-].[Mn+2],1
2126,O=S(=O)([O-])CCO,0
3887,OC12N=C(c3ccccc3)SC1Cc1cc(Cl)ccc12,1
498,CCCCCCCCCCCC(=O)N(CC)CC,0
1715,NNC(=O)c1cccc(C(=O)NN)c1,1
59,CCNC(=O)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,1
831,O=C(OCc1ccccc1)c1ccc(O)cc1,1
4752,CC(=O)c1ccc(O)cc1,0
4373,N=C(NN=Cc1ccc(Cl)cc1)NN=Cc1ccc(Cl)cc1,1
2991,CCC1(CC)C(=O)N=C([O-])NC1=O,0
4026,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,1
4330,CCCCN(CCCC)C(=S)[S-].CCCCN(CCCC)C(=S)[S-].[Zn+2],1
3322,O[C@H](CBr)[C@@H](O)[C@H](O)[C@H](O)CBr,0
2435,CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,0
2128,COc1ccc(C)cc1N,1
3728,O=[N+]([O-])[O-].[K+],0
982,COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],1
4613,Cc1ccccc1OCC(O)CO,1
4429,Cc1ccccc1-n1c(C)nc2ccccc2c1=O,1
1007,O=NN1CCOCC1,0
1198,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,1
2314,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O.CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O.c1ccc(CNCCNCc2ccccc2)cc1,0
4849,O[C@@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@H]1CCCCN1,1
5115,O=C=NC1CCC(CC2CCC(N=C=O)CC2)CC1,0
4731,OCC(CO)(CO)CO,0
3878,CC(=O)C(=O)CC(C)C,1
510,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,1
5101,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
2285,CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC,1
2035,CCOP(=S)(Oc1cnc(C(C)(C)C)nc1)OC(C)C,1
4328,CC(C)c1ccc(C=O)cc1,0
4832,C=CC(C)(CCC=C(C)C)OC(=O)CC,0
3717,C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12C=C[C@H](O)[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,0
2703,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,1
4362,CC(=O)OCCC(C)C,0
4916,CCC(Br)(CC)C(=O)NC(N)=O,0
1287,CC(C)c1ccc(C#N)cc1,0
3869,C=C(C)C1CCC(C)(O)CC1,0
2776,CCC(CC)(CC(=O)Nc1cccc(/C=C/c2nc(C3CCC3)cs2)c1)C(=O)O,1
4374,CCCCC(O)c1ccccc1,1
830,CCCOC(=O)c1ccc(O)cc1,1
1149,CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,1
3758,Clc1ccc(Cl)cc1,0
3096,COc1cccc(O)c1O,1
3373,C[C@H](C(=O)[O-])c1cccc(Oc2ccccc2)c1.C[C@H](C(=O)[O-])c1cccc(Oc2ccccc2)c1,1
3100,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,1
936,CCCCC(CC)COP(=O)(O)OCC(CC)CCCC,1
2871,[O-][n+]1ccccc1SSc1cccc[n+]1[O-],1
390,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,0
3386,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,1
5249,O=C(c1ccccc1)c1cccc(O)c1,1
3320,O[C@H]1CO[C@@H]2[C@H](O)CO[C@H]12,0
1069,CCC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,0
2620,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](OS(=O)(=O)[O-])CC[C@@]43C)[C@@H]1CCC2=O,1
2391,C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,1
3603,CCOCCOCCOCCO,0
418,CCN(CC)CCNC(=O)COc1ccc(OC)cc1,1
4512,CC(=O)Oc1cccc(O)c1,0
641,ClC=CCl,0
937,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,1
2453,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,1
2061,CC1CCC(C(C)(C)S)C(=O)C1,0
4232,CCc1ccc(CC)cc1,0
3553,CC(C)(C)C(=O)C(=O)O,0
3614,CCC(=O)Oc1ccc(/C(CC)=C(\CC)c2ccc(OC(=O)CC)cc2)cc1,1
944,Cc1ccc(O)cc1,1
1150,CCCc1c(OCCCCc2nnn[nH]2)ccc(C(C)=O)c1O,1
4352,C=C(C)C(=O)OCCOC(=O)CC(C)=O,0
5241,Cn1c(N)nc2c3cccnc3ccc21,1
3199,N[Pt](N)(Cl)Cl,1
2515,O=C([O-])C(=O)[O-].[Ca+2],0
270,CCOc1ccc(N)cc1,1
4684,O=CC(Br)(Br)Br,1
2630,CC(C)(C)N(NC(=O)c1ccc(Cl)cc1)C(=O)c1ccccc1,1
2749,CC(=O)SCc1ccco1,1
2864,N#Cc1cccc(C#N)c1,0
1152,CCCC[n+]1cccc(C)c1,1
2155,O=c1cc(CO)occ1O,0
715,Cc1cc(Cc2cc(C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,1
1663,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,0
3215,COc1ccc(C(=O)/C(Br)=C\C(=O)O)cc1,1
2017,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,1
3330,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O,0
116,O=Cc1ccc(C(=O)O)cc1,1
1210,O=C1CCCCCN1SSN1CCCCCC1=O,1
4798,CCN(CC)C(=O)N1CCN(C)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O,1
4681,O=C(CCN1CC1)OCC(CO)(COC(=O)CCN1CC1)COC(=O)CCN1CC1,0
257,CCCCCCCCn1sc(Cl)c(Cl)c1=O,1
180,F/C(COc1ccc2c(c1)[nH]c1ccccc12)=C1/CN2CCC1CC2,1
2901,CC(C)=CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,1
2674,C=C1CCC=C(C)CC[C@@H]2[C@@H]1CC2(C)C,0
1818,CC(COc1ccccc1)N(CCCl)Cc1ccccc1,1
2097,CCOS(C)(=O)=O,0
233,O=C(O)c1ccccc1O.Oc1cccc2cccnc12,1
1700,Nc1nc2c(Cl)cccc2s1,1
1082,CC=CC(=O)CCCC,0
1543,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1
1279,Cc1cc(=O)oc2cc(N(C)C)ccc12,1
587,N[C@@H](Cc1ccc(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,1
2836,NS(=O)(=O)c1ccc(NC(=O)CCC(=O)O)cc1,0
3514,CCCCCCCCCCCCCCCCCCCCCC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,1
2673,C=C(C)C1CC=C(C)C(OC(C)=O)C1,0
404,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,1
5040,CC(O)(P(=O)([O-])O)P(=O)([O-])O,0
639,CCCCCCCCCCCCCC[n+]1ccccc1,1
1965,CCCCCC1=CCCC1=O,0
1577,O=C1C=CC(=O)N1c1ccccc1,1
1791,Cc1ccc2c(c1)c1c3n2CCNC3CCC1,1
3969,Nc1ccc(/N=N/c2ccc(-c3ccc(/N=N/c4c(S(=O)(=O)[O-])cc5cc(S(=O)(=O)[O-])c(/N=N/c6ccccc6)c(O)c5c4N)cc3)cc2)c(N)c1,1
